meta_prompt,obj1,obj2,obj3,obj4,rel1,rel2,synthetic_prompt
a person which is smaller than a dog and banana and bigger than car.,person,dog,banana,car,smaller,bigger,
a airplane which is larger than a horse and chair and bigger than dog.,airplane,horse,chair,dog,larger,bigger,
a person which is larger than a car and cat and smaller than airplane.,person,car,cat,airplane,larger,smaller,
a person which is larger than a horse and dog and bigger than banana.,person,horse,dog,banana,larger,bigger,
a person which is bigger than a car and dog and smaller than horse.,person,car,dog,horse,bigger,smaller,
a cat which is bigger than a dog and chair and larger than horse.,cat,dog,chair,horse,bigger,larger,
a dog which is smaller than a horse and chair and bigger than banana.,dog,horse,chair,banana,smaller,bigger,
a person which is smaller than a dog and horse and bigger than cat.,person,dog,horse,cat,smaller,bigger,
a person which is smaller than a banana and chair and larger than airplane.,person,banana,chair,airplane,smaller,larger,
a car which is larger than a dog and cat and bigger than chair.,car,dog,cat,chair,larger,bigger,
a person which is bigger than a airplane and dog and smaller than horse.,person,airplane,dog,horse,bigger,smaller,
a person which is bigger than a horse and banana and larger than chair.,person,horse,banana,chair,bigger,larger,
a person which is larger than a chair and car and bigger than airplane.,person,chair,car,airplane,larger,bigger,
a person which is larger than a cat and banana and bigger than dog.,person,cat,banana,dog,larger,bigger,
a person which is larger than a dog and horse and bigger than airplane.,person,dog,horse,airplane,larger,bigger,
a airplane which is bigger than a chair and horse and larger than cat.,airplane,chair,horse,cat,bigger,larger,
a airplane which is smaller than a dog and horse and larger than banana.,airplane,dog,horse,banana,smaller,larger,
a airplane which is smaller than a horse and chair and larger than dog.,airplane,horse,chair,dog,smaller,larger,
a airplane which is bigger than a dog and chair and larger than cat.,airplane,dog,chair,cat,bigger,larger,
a person which is bigger than a horse and airplane and smaller than chair.,person,horse,airplane,chair,bigger,smaller,
a car which is bigger than a airplane and horse and larger than dog.,car,airplane,horse,dog,bigger,larger,
a person which is bigger than a car and chair and smaller than dog.,person,car,chair,dog,bigger,smaller,
a person which is larger than a dog and cat and bigger than banana.,person,dog,cat,banana,larger,bigger,
a car which is smaller than a airplane and cat and bigger than chair.,car,airplane,cat,chair,smaller,bigger,
a person which is larger than a banana and car and bigger than chair.,person,banana,car,chair,larger,bigger,
a person which is larger than a cat and banana and smaller than car.,person,cat,banana,car,larger,smaller,
a person which is bigger than a horse and car and larger than cat.,person,horse,car,cat,bigger,larger,
a person which is smaller than a dog and cat and larger than horse.,person,dog,cat,horse,smaller,larger,
a person which is smaller than a dog and horse and bigger than chair.,person,dog,horse,chair,smaller,bigger,
a person which is bigger than a car and horse and smaller than dog.,person,car,horse,dog,bigger,smaller,
a car which is smaller than a horse and banana and larger than chair.,car,horse,banana,chair,smaller,larger,
a cat which is bigger than a banana and chair and larger than horse.,cat,banana,chair,horse,bigger,larger,
a airplane which is bigger than a banana and cat and larger than horse.,airplane,banana,cat,horse,bigger,larger,
a person which is smaller than a horse and banana and larger than cat.,person,horse,banana,cat,smaller,larger,
a car which is larger than a cat and horse and bigger than banana.,car,cat,horse,banana,larger,bigger,
a person which is larger than a horse and cat and bigger than dog.,person,horse,cat,dog,larger,bigger,
a car which is smaller than a horse and dog and bigger than chair.,car,horse,dog,chair,smaller,bigger,
a airplane which is larger than a cat and chair and bigger than dog.,airplane,cat,chair,dog,larger,bigger,
a airplane which is bigger than a chair and dog and smaller than horse.,airplane,chair,dog,horse,bigger,smaller,
a cat which is smaller than a chair and horse and bigger than dog.,cat,chair,horse,dog,smaller,bigger,
a person which is bigger than a car and horse and larger than cat.,person,car,horse,cat,bigger,larger,
a person which is smaller than a airplane and horse and bigger than dog.,person,airplane,horse,dog,smaller,bigger,
a airplane which is smaller than a chair and dog and larger than banana.,airplane,chair,dog,banana,smaller,larger,
a person which is smaller than a cat and car and bigger than airplane.,person,cat,car,airplane,smaller,bigger,
a person which is larger than a car and cat and smaller than banana.,person,car,cat,banana,larger,smaller,
a person which is bigger than a car and dog and larger than chair.,person,car,dog,chair,bigger,larger,
a person which is larger than a horse and banana and smaller than cat.,person,horse,banana,cat,larger,smaller,
a person which is smaller than a chair and horse and larger than dog.,person,chair,horse,dog,smaller,larger,
a person which is bigger than a car and horse and smaller than cat.,person,car,horse,cat,bigger,smaller,
a airplane which is smaller than a cat and banana and larger than chair.,airplane,cat,banana,chair,smaller,larger,
a person which is bigger than a dog and cat and smaller than chair.,person,dog,cat,chair,bigger,smaller,
a airplane which is larger than a chair and dog and smaller than horse.,airplane,chair,dog,horse,larger,smaller,
a person which is larger than a airplane and cat and bigger than banana.,person,airplane,cat,banana,larger,bigger,
a airplane which is larger than a chair and banana and smaller than cat.,airplane,chair,banana,cat,larger,smaller,
a cat which is smaller than a horse and dog and larger than chair.,cat,horse,dog,chair,smaller,larger,
a airplane which is bigger than a cat and banana and smaller than chair.,airplane,cat,banana,chair,bigger,smaller,
a person which is bigger than a chair and horse and larger than banana.,person,chair,horse,banana,bigger,larger,
a airplane which is bigger than a chair and cat and larger than banana.,airplane,chair,cat,banana,bigger,larger,
a car which is larger than a horse and cat and bigger than banana.,car,horse,cat,banana,larger,bigger,
a person which is smaller than a banana and dog and bigger than horse.,person,banana,dog,horse,smaller,bigger,
a person which is smaller than a airplane and dog and bigger than horse.,person,airplane,dog,horse,smaller,bigger,
a car which is bigger than a cat and chair and smaller than banana.,car,cat,chair,banana,bigger,smaller,
a person which is bigger than a banana and chair and smaller than airplane.,person,banana,chair,airplane,bigger,smaller,
a car which is smaller than a cat and airplane and larger than chair.,car,cat,airplane,chair,smaller,larger,
a person which is bigger than a banana and car and larger than horse.,person,banana,car,horse,bigger,larger,
a cat which is smaller than a dog and chair and bigger than banana.,cat,dog,chair,banana,smaller,bigger,
a person which is smaller than a chair and horse and larger than car.,person,chair,horse,car,smaller,larger,
a person which is larger than a chair and banana and smaller than car.,person,chair,banana,car,larger,smaller,
a person which is bigger than a cat and horse and larger than banana.,person,cat,horse,banana,bigger,larger,
a person which is larger than a horse and chair and bigger than dog.,person,horse,chair,dog,larger,bigger,
a cat which is bigger than a horse and dog and larger than chair.,cat,horse,dog,chair,bigger,larger,
a car which is smaller than a banana and chair and bigger than dog.,car,banana,chair,dog,smaller,bigger,
a cat which is bigger than a dog and horse and smaller than banana.,cat,dog,horse,banana,bigger,smaller,
a person which is smaller than a car and cat and bigger than banana.,person,car,cat,banana,smaller,bigger,
a car which is bigger than a cat and horse and larger than banana.,car,cat,horse,banana,bigger,larger,
a car which is bigger than a banana and dog and smaller than cat.,car,banana,dog,cat,bigger,smaller,
a car which is smaller than a chair and dog and bigger than cat.,car,chair,dog,cat,smaller,bigger,
a person which is larger than a dog and car and bigger than chair.,person,dog,car,chair,larger,bigger,
a car which is smaller than a cat and airplane and bigger than dog.,car,cat,airplane,dog,smaller,bigger,
a cat which is larger than a chair and horse and bigger than dog.,cat,chair,horse,dog,larger,bigger,
a person which is bigger than a horse and car and larger than airplane.,person,horse,car,airplane,bigger,larger,
a person which is smaller than a horse and chair and bigger than car.,person,horse,chair,car,smaller,bigger,
a car which is bigger than a cat and dog and smaller than chair.,car,cat,dog,chair,bigger,smaller,
a person which is bigger than a airplane and cat and smaller than dog.,person,airplane,cat,dog,bigger,smaller,
a person which is smaller than a dog and banana and larger than chair.,person,dog,banana,chair,smaller,larger,
a person which is smaller than a airplane and car and larger than horse.,person,airplane,car,horse,smaller,larger,
a person which is larger than a dog and cat and smaller than banana.,person,dog,cat,banana,larger,smaller,
a person which is bigger than a car and banana and smaller than cat.,person,car,banana,cat,bigger,smaller,
a person which is smaller than a car and banana and bigger than airplane.,person,car,banana,airplane,smaller,bigger,
a person which is larger than a banana and dog and smaller than car.,person,banana,dog,car,larger,smaller,
a person which is larger than a car and banana and smaller than chair.,person,car,banana,chair,larger,smaller,
a car which is bigger than a dog and cat and smaller than horse.,car,dog,cat,horse,bigger,smaller,
a car which is bigger than a cat and horse and larger than airplane.,car,cat,horse,airplane,bigger,larger,
a cat which is larger than a dog and horse and bigger than banana.,cat,dog,horse,banana,larger,bigger,
a car which is smaller than a banana and chair and bigger than airplane.,car,banana,chair,airplane,smaller,bigger,
a person which is larger than a car and airplane and smaller than cat.,person,car,airplane,cat,larger,smaller,
a car which is larger than a chair and banana and bigger than airplane.,car,chair,banana,airplane,larger,bigger,
a person which is larger than a banana and cat and smaller than airplane.,person,banana,cat,airplane,larger,smaller,
a car which is bigger than a airplane and banana and larger than chair.,car,airplane,banana,chair,bigger,larger,
a person which is larger than a chair and cat and smaller than dog.,person,chair,cat,dog,larger,smaller,
a airplane which is larger than a horse and dog and smaller than chair.,airplane,horse,dog,chair,larger,smaller,
a car which is smaller than a banana and cat and larger than dog.,car,banana,cat,dog,smaller,larger,
a airplane which is smaller than a cat and horse and larger than dog.,airplane,cat,horse,dog,smaller,larger,
a car which is smaller than a banana and horse and bigger than cat.,car,banana,horse,cat,smaller,bigger,
a car which is larger than a cat and banana and bigger than chair.,car,cat,banana,chair,larger,bigger,
a airplane which is smaller than a horse and banana and bigger than cat.,airplane,horse,banana,cat,smaller,bigger,
a person which is smaller than a horse and dog and bigger than car.,person,horse,dog,car,smaller,bigger,
a person which is larger than a cat and car and smaller than chair.,person,cat,car,chair,larger,smaller,
a person which is bigger than a airplane and dog and smaller than chair.,person,airplane,dog,chair,bigger,smaller,
a airplane which is bigger than a chair and dog and smaller than banana.,airplane,chair,dog,banana,bigger,smaller,
a car which is bigger than a cat and chair and smaller than horse.,car,cat,chair,horse,bigger,smaller,
a person which is bigger than a banana and cat and larger than chair.,person,banana,cat,chair,bigger,larger,
a car which is bigger than a chair and dog and larger than cat.,car,chair,dog,cat,bigger,larger,
a airplane which is smaller than a cat and banana and larger than chair.,airplane,cat,banana,chair,smaller,larger,
a person which is bigger than a cat and car and smaller than dog.,person,cat,car,dog,bigger,smaller,
a car which is larger than a airplane and horse and bigger than banana.,car,airplane,horse,banana,larger,bigger,
a person which is larger than a horse and banana and bigger than dog.,person,horse,banana,dog,larger,bigger,
a car which is smaller than a airplane and chair and bigger than horse.,car,airplane,chair,horse,smaller,bigger,
a person which is larger than a airplane and dog and bigger than cat.,person,airplane,dog,cat,larger,bigger,
a car which is larger than a banana and cat and smaller than airplane.,car,banana,cat,airplane,larger,smaller,
a person which is bigger than a car and horse and smaller than cat.,person,car,horse,cat,bigger,smaller,
a person which is bigger than a banana and cat and larger than car.,person,banana,cat,car,bigger,larger,
a person which is smaller than a dog and car and bigger than cat.,person,dog,car,cat,smaller,bigger,
a car which is smaller than a cat and airplane and larger than dog.,car,cat,airplane,dog,smaller,larger,
a person which is larger than a car and dog and smaller than horse.,person,car,dog,horse,larger,smaller,
a person which is bigger than a banana and dog and smaller than cat.,person,banana,dog,cat,bigger,smaller,
